capacity,fitness,generation
6752.941176470588,2.385010858043371,23
6752.941176470588,2.385010858043371,23
7317.64705882353,3.271191787957197,23
6894.117647058823,2.6228139304942353,23
6752.941176470588,2.385010858043371,23
6752.941176470588,2.385010858043371,23
7035.294117647059,2.7847385638942983,23
6717.64705882353,inf,23
6752.941176470588,2.385010858043371,23
6752.941176470588,2.385010858043371,23
6752.941176470588,2.385010858043371,23
6752.941176470588,2.385010858043371,23
6752.941176470588,2.385010858043371,23
6752.941176470588,2.385010858043371,23
6752.941176470588,2.385010858043371,23
6752.941176470588,2.385010858043371,23
6752.941176470588,2.385010858043371,23
